OBJECTID,StreetID,Name,Type,LeftFrom,LeftTo,RightTo,SegmentID,Surface,Class,Curb,Width,Miles,Cross1,Cross12,Cross2,Cross22,GlobalID
1015,564.0,ALBERT,RD,1000,1202,1201,2098,Asphalt,Local,No,,0.3282,UNION GROVE CHURCH RD,UNION GROVE CHURCH RD,MOUNTAIN DR, ,{A7516D94-B2BF-48A9-9080-5ACF694B2323}
1016,564.0,ALBERT,RD,1300,1398,1399,2099,Asphalt,Local,No,,0.14842,MOUNTAIN DR, ,DAIRYLAND RD,DAIRYLAND RD,{66DA5797-0B4B-494C-9CF4-EF6457C21D6B}
1017,609.0,DAIRYLAND,RD,2412,2420,2421,2100,,Minor Coll,,,0.09154,ALBERT RD, ,CRESCENT RIDGE DR, ,{B7D83BB5-22BF-43D5-B8F4-6929D7EC4DC7}
1018,2099.0,RUSSELLS FORD,RD,100,1038,1037,2101,Unpaved,Private,No,,0.84852,OLD FAYETTVILLE RD,OLD FAYETTVILLE RD, , ,{4C49B2EE-2BDE-4AE0-B45D-2071042860FF}
1019,1755.0,OLD NC 86, ,9100,9120,9121,2102,,Minor Art,,,0.22857,JOHN'S WOODS RD,HOMESTEAD RD,AIRFIELD RD,OLD FAYETTVILLE RD,{99A0BE2E-1D92-4432-9F66-C926F79BEE00}
1020,1755.0,OLD NC 86, ,9200,9298,9299,2103,BST,Minor Art,,,0.15554,AIRFIELD RD,HOMESTEAD RD,FARM HOUSE DR,OLD FAYETTVILLE RD,{03137159-D179-4ADD-AFDB-7E93E0498471}
1021,3189.0,AIRFIELD,RD,101,109,110,2104,Unpaved,Private,No,,0.20279, , , , ,{6FA34197-358D-4F13-93BC-7F028A65FA29}
1022,1215.0,JOHNS WOODS,RD,100,198,199,2105,BST,Local,No,,0.12766,OLD NC 86, , , ,{871C6945-6BAD-4663-8234-C7576109F38F}
1023,2294.0,STANDING ROCK,RD,100,112,111,2106,BST,Local,No,,0.11344,JOHN'S WOODS RD, , , ,{4C58574E-EF03-4FFA-A48F-9544122A57AC}
1024,309.0,CHEEKIE BOY,LN,8900,9262,9263,2107,Unpaved,Private,No,,1.04052,DAIRYLAND RD, , , ,{52E681D1-B6F5-4C02-BEF0-6E4AF25230A0}
1025,1222.0,JONES FERRY,RD,1418,1622,1621,2111,,Minor Coll,,,0.23824,EDMISTER LN, ,LAKE CT, ,{8225D507-E191-46D2-9E26-A014A3016488}
1026,1222.0,JONES FERRY,RD,1700,1798,1799,2112,,Minor Coll,,,0.13546,LAKE CT, ,MOON RIDGE RD, ,{5F396D61-5E86-4F3C-B5AE-FC67C481A68C}
1027,1222.0,JONES FERRY,RD,1800,1804,1805,2113,,Minor Coll,,,0.04661,MOON RIDGE RD, ,OLD SCHOOL RD, ,{48614174-92B9-452D-82D1-8C240A2B4C62}
1028,1222.0,JONES FERRY,RD,1910,2212,2213,2114,,Minor Coll,,,0.35867,OLD SCHOOL RD, ,SPRINGHILL FOREST RD, ,{D3F10C69-61D0-4866-9BD9-4E2859A90440}
1029,1222.0,JONES FERRY,RD,2400,2430,2429,2115,,Minor Coll,,,0.14781,DAMASCUS CHURCH RD, ,BOWDEN RD, ,{465A4E91-6129-49B9-9049-FEDEBAD7FF3F}
1030,1222.0,JONES FERRY,RD,2500,2698,2699,2116,,Minor Coll,,,0.2802,BOWDEN RD, ,ANN LN, ,{EF6824B7-5C59-4A97-9F3E-C2A6A6F6AFD5}
1031,1222.0,JONES FERRY,RD,2700,2724,2725,2117,,Minor Coll,,,0.11242,ANN LN, ,CAROLINA FOREST RD, ,{4D6FF17F-4EAC-4AE7-B53A-92D24ABD82F7}
1032,1222.0,JONES FERRY,RD,2800,2898,2899,2118,,Minor Coll,,,0.13476,CAROLINA FOREST RD, ,HIGH HICKORY RD, ,{BFFC5AC0-149A-4AF8-9A12-F00A477A500C}
1033,1222.0,JONES FERRY,RD,2900,3130,3131,2119,,Minor Coll,,,0.29668,HIGH HICKORY RD, ,PARTIN FARM TRL, ,{2106D272-8CAA-4C58-9595-3B30578AD634}
1034,1222.0,JONES FERRY,RD,3132,3198,3199,2120,,Minor Coll,,,0.08065,PARTIN FARM TRL, ,MEL-OAKS DR, ,{7A45B765-C62B-4D98-8455-17C68CB0AFE3}
1035,1222.0,JONES FERRY,RD,3200,3324,3325,2121,,Minor Coll,,,0.23873,MEL-OAKS DR, ,STARLIGHT MEADOW LN, ,{F451479C-1839-47C2-882F-78ED17312D1F}
1036,1222.0,JONES FERRY,RD,3326,3334,3335,2122,,Minor Coll,,,0.06683,STARLIGHT MEADOW LN, ,FERGUSON RD, ,{111A2E81-9795-41B0-9DB4-310A2F6F4198}
1037,1222.0,JONES FERRY,RD,3336,3338,3339,2123,,Minor Coll,,,0.0319,NINE GATES RD, ,FAWN RIDGE DR, ,{DC26916E-9D7B-4749-9BD9-1B8A5767AC3A}
1038,1222.0,JONES FERRY,RD,3400,3434,3433,2124,,Minor Coll,,,0.14203,FAWN RIDGE DR, ,FERGUSON RD, ,{8F4CF152-FAF6-4278-8CB8-124B0EF013AD}
1039,614.0,DAMASCUS CHURCH,RD,2300,2326,2325,2125,,Local,,,0.13889,CRAMER LN, ,LOVINGOOD LN,MONTEREY VALLEY DR,{7244170D-1C6F-4987-9697-A29BCD350550}
1040,614.0,DAMASCUS CHURCH,RD,2108,2222,2221,2126,,Local,,,0.17428,OCTOBER WOODS RD, ,CRAMER LN, ,{4F162D55-26A0-48AD-BC7B-5424B7D92DCF}
1041,614.0,DAMASCUS CHURCH,RD,2000,2098,2099,2127,,Local,,,0.11355,PRICE CREEK RD, ,OCTOBER WOODS RD, ,{71C8DCE7-AC86-4D1E-9999-76245A6C2A68}
1042,614.0,DAMASCUS CHURCH,RD,1700,1926,1925,2128,,Local,,,0.45317,POYTHRESS, ,PRICE CREEK RD, ,{4B60FEC7-2495-49F4-8B6A-D8ED8901CCEE}
1043,614.0,DAMASCUS CHURCH,RD,1400,1616,1617,2129,,Local,,,0.26222,MEACHUM RD, ,POYTHRESS, ,{DEB201F8-2C5E-4390-9F51-FB4419207EDE}
1044,614.0,DAMASCUS CHURCH,RD,912,1200,1201,2130,,Local,,,0.27456,MCNEIL RD, ,PARCHEMIN TRL, ,{DE328315-67A0-4FC5-A349-4FE51A51E44E}
1045,614.0,DAMASCUS CHURCH,RD,800,910,911,2131,,Local,,,0.2063,LITTLE SPRING RD, ,MCNEIL RD, ,{EE6D34D3-9C34-44A4-88AF-EB8A26A487F7}
1046,614.0,DAMASCUS CHURCH,RD,600,620,621,2132,,Local,,,0.0902,WILSON RD, ,LITTLE SPRING RD, ,{A4A0E33B-B356-474E-8B30-AABEA9C2A813}
1047,614.0,DAMASCUS CHURCH,RD,500,524,525,2133,,Local,,,0.11668,RIDGEWOOD RD, ,WILSON RD, ,{E7C02D81-9455-4E96-BAFB-C620D81F78BD}
1048,105.0,BRADSHAW QUARRY,RD,6700,6804,6805,2135,Asphalt,Local,No,,0.139,OAK GROVE CHURCH RD, ,APPLE MILL RD, ,{6CC859C4-BC4A-4B81-827D-E70A58A5D8D0}
1049,105.0,BRADSHAW QUARRY,RD,6806,7598,7599,2136,Asphalt,Local,No,,0.93558,APPLE MILL RD, ,TEER RD, ,{A2426A7B-B00E-4A51-A55A-2BF6BE6065CD}
1050,105.0,BRADSHAW QUARRY,RD,7600,7610,7609,2137,Asphalt,Local,No,,0.0522,TEER RD, ,THOM RD,MEBANE OAKS RD,{D59A6445-85B7-4548-A51A-93EF593258E9}
1051,105.0,BRADSHAW QUARRY,RD,7700,7708,7707,26518,Asphalt,Local,No,,0.1658,KINLIN TRL, ,WALDEN POND DR,MEBANE OAKS RD,{B04EE3FD-51E0-4BE2-A80B-6276FD499140}
1052,105.0,BRADSHAW QUARRY,RD,7800,8198,8199,2139,Asphalt,Local,No,,0.51307,WALDEN POND DR, ,THOM RD,MEBANE OAKS RD,{1AD79A29-67AB-4358-9EA7-86A1EF7C236D}
1053,1164.0,NC 54, ,2900,2904,2905,2143,Asphalt,Minor Art,No,,0.05387,BUTLER RD,DODSON'S CROSSROADS,LETTA DR, ,{EF234F4A-BD5F-418C-A16E-7613B9717696}
1054,1164.0,NC 54, ,2822,2856,2855,2144,Asphalt,Minor Art,No,,0.09482,CARL DURHAM RD, ,DODSON'S CROSSROADS,BUTLER RD,{753176D0-44A5-4F90-8F6F-DEFE47BBDAA8}
1055,1164.0,NC 54, ,2700,2820,2821,2145,Asphalt,Minor Art,No,,0.25814,KATIE LN, ,CARL DURHAM RD, ,{440AC270-7F8A-413B-B66A-7DC388A39A6F}
1056,1164.0,NC 54, ,2508,2622,2623,2146,Asphalt,Minor Art,No,,0.14048,ELVA LN,MAUER RD,KATIE LN, ,{5B196100-EB10-4C84-8330-8961CFB94786}
1057,1164.0,NC 54, ,0,0,0,2147,Asphalt,Minor Art,No,,0.00706,TRICE ATWATER RD,TRICE ATWATER RD,MAUER RD,ELVA LN,{2B647F89-DC44-4ACF-BCD8-1F8A7FD9C243}
1058,1164.0,NC 54, ,2400,2420,2421,2148,Asphalt,Minor Art,No,,0.11322,TRICE ATWATER RD,TRICE ATWATER RD,MAUER RD,ELVA LN,{3798BB9A-305B-466F-B330-7D067DDD25B4}
1059,1164.0,NC 54, ,2212,2324,2325,2149,Asphalt,Minor Art,No,,0.16989,EASTBROOK MOBILE HOME PK, ,TRICE ATWATER RD,TRICE ATWATER RD,{CAC02F0B-58FB-4946-ABD7-025F5D240F67}
1060,1164.0,NC 54, ,2016,2210,2209,2150,Asphalt,Minor Art,No,,0.21082,OLD PINEVIEW RD, ,EASTBROOK MOBILE HOME PK, ,{457BFA44-CBAD-4053-BB4F-8C61BCE92910}
1061,1164.0,NC 54, ,2010,2014,2015,2151,Asphalt,Minor Art,No,,0.01612,SERTOMA RD, ,OLD PINEVIEW RD, ,{75FFC725-95DA-4629-BD01-2AE12460718F}
1062,1164.0,NC 54, ,1912,2008,2009,2152,Asphalt,Minor Art,No,,0.03654,GREENFIELD RD, ,SERTOMA RD, ,{F39DB8F6-0E40-4D73-B06D-911F03A7C470}
1063,1164.0,NC 54, ,1600,1700,1701,2153,Asphalt,Minor Art,No,,0.11558,EXCELL DR, ,O'DAY DR, ,{5ADA2DF0-31B6-4104-A4CD-B0CC8559F83D}
1064,1164.0,NC 54, ,1800,1820,1821,2154,Asphalt,Minor Art,No,,0.11351,EXCELL DR, ,O'DAY DR, ,{1CC6FBA5-1F5F-447D-ABF0-4CE8CBC330F0}
1065,1164.0,NC 54, ,1100,1220,1221,2155,Asphalt,Minor Art,No,,0.41666,NEVILLE RD, ,BETHEL HICKORY GROVE CHURCH RD, ,{B222B0AD-BE03-4858-9140-44FA70007098}
1066,34.0,BETHEL HICKORY GROVE CHURCH,RD,9328,9508,9509,2156,Asphalt,Local,No,,0.24687,JO MAC RD, ,HWY 54,HWY 54,{E3964A4B-8C1E-44C9-ADF4-DA05D2FF9E62}
1067,34.0,BETHEL HICKORY GROVE CHURCH,RD,9320,9326,9327,2157,Asphalt,Local,No,,0.04285,CHICORY LN, ,JO MAC RD, ,{B2EF14CE-D539-4789-8DA0-A81A7988CAF7}
1068,34.0,BETHEL HICKORY GROVE CHURCH,RD,9200,9318,9315,2158,Asphalt,Local,No,,0.19772,CHICORY LN, ,PARRISH RD, ,{18006165-68A7-41C2-B9AE-B45678ACCCCF}
1069,34.0,BETHEL HICKORY GROVE CHURCH,RD,9000,9030,9029,2161,Asphalt,Local,No,,0.11451,CRESTWOOD CIR,CRESTWOOD CIR,CRESTWOOD CIR, ,{7C402CC8-1571-4682-913A-5EE41E3D6BEC}
1070,34.0,BETHEL HICKORY GROVE CHURCH,RD,8912,8914,8913,2162,Asphalt,Local,No,,0.00461,BEECHWOOD LN, ,CRESTWOOD CIR, ,{73CAAFAD-4A21-4A5B-A8E9-833F631BE1C7}
1071,34.0,BETHEL HICKORY GROVE CHURCH,RD,8916,8998,8999,2163,Asphalt,Local,No,,0.06123,BEECHWOOD LN, ,CRESTWOOD CIR, ,{51CD5234-DABA-4BBF-8094-D4BCF8A5F022}
1072,34.0,BETHEL HICKORY GROVE CHURCH,RD,8900,8910,8909,2164,Asphalt,Local,No,,0.0583,MEADOW LN, ,BEECHWOOD LN, ,{4E5C5752-730F-48D4-BDE2-7FE503C7D711}
1073,34.0,BETHEL HICKORY GROVE CHURCH,RD,8710,8840,8839,2165,Asphalt,Local,No,,0.30608,OXBOW CROSSING RD, ,MEADOW LN, ,{9C021343-C3BF-48AF-B4C1-B933AF447184}
1074,34.0,BETHEL HICKORY GROVE CHURCH,RD,8700,8708,8709,2166,Asphalt,Local,No,,0.0531,DAIRYLAND RD, ,OXBOW CROSSING RD, ,{3D2247FC-F914-482C-BEB4-EE86CDBF41C9}
1075,674.0,DODSONS CROSSROADS, ,7392,7420,7421,2167,Asphalt,Major Coll,No,,0.11673,SUNNYFIELD CT, ,TALL PINES LN, ,{6BA0EE37-5F1E-447D-B0F7-2F9BADFD2B80}
1076,674.0,DODSONS CROSSROADS, ,7422,7498,7499,2168,Asphalt,Major Coll,No,,0.07272,TALL PINES LN, ,RIDERS TRL, ,{8BBA4019-BA26-4206-97AF-2EE4F99F2F90}
1077,674.0,DODSONS CROSSROADS, ,7500,7898,7899,2169,Asphalt,Major Coll,No,,0.44825,RIDERS TRL, ,PICKARD MOUNTAIN DR, ,{4E2617E4-7657-467C-9B05-4EA173B939FE}
1078,674.0,DODSONS CROSSROADS, ,8200,8206,8205,2171,Asphalt,Major Coll,No,,0.02712,WESTERN PARK LN, ,WESTERN PARK LN, ,{FEB2813E-F3B0-46ED-9EF7-CEE6E2E3E235}
1079,674.0,DODSONS CROSSROADS, ,8300,8522,8523,2172,Asphalt,Major Coll,No,,0.3195,HAWK RIDGE RD, ,FIVE FORKS RD, ,{83841CFB-8E97-42B4-9F9C-7FB037F1FE03}
1080,674.0,DODSONS CROSSROADS, ,8524,8624,8625,2173,Asphalt,Major Coll,No,,0.11916,FIVE FORKS RD, ,FALLING CEDAR DR, ,{E9024051-847E-42A9-B060-D161893B792E}
1081,792.0,FALLING CEDARS,DR,3100,3158,3159,2174,BST,Private,No,,0.2704,DODSON'S CROSSROADS,DODSON'S CROSSROADS, , ,{4667F9F9-58DE-44A0-88A6-FD448A51DD85}
1082,674.0,DODSONS CROSSROADS, ,8700,8816,8815,2175,Asphalt,Major Coll,No,,0.25326,FALLING CEDAR DR, ,FOREST KNOLLS RD, ,{B2904A02-8B4D-4B19-8157-1236FFAF367D}
1083,674.0,DODSONS CROSSROADS, ,8818,8898,8899,2176,Asphalt,Major Coll,No,,0.08541,FALLING CEDAR DR, ,COACHWAY, ,{3FA40014-D5E1-4A43-88AE-BD354000AF54}
1084,674.0,DODSONS CROSSROADS, ,8900,9120,9121,2177,Asphalt,Major Coll,No,,0.38612,COACHWAY, ,OVERLAND PASSAGE, ,{9354157B-569D-480C-9E03-D99524110C9A}
1085,674.0,DODSONS CROSSROADS, ,9200,9212,9211,2178,Asphalt,Major Coll,No,,0.07054,OVERLAND PASSAGE, ,GAIT WAY, ,{CC800162-D9D7-4770-AB01-E5BD8D508357}
1086,674.0,DODSONS CROSSROADS, ,9214,9306,9305,2179,Asphalt,Major Coll,No,,0.09812,GAIT WAY, ,RICHIE RD, ,{3EE5D1BB-EBA8-4132-9886-1CE30626C179}
1087,674.0,DODSONS CROSSROADS, ,9400,9414,9415,2180,Asphalt,Major Coll,No,,0.0681,RICHIE RD, ,BLUEBERRY LN, ,{56B15C00-1530-4E65-9072-5F44DEF8AEAD}
1088,674.0,DODSONS CROSSROADS, ,9712,9840,9839,2181,Asphalt,Major Coll,No,,0.30481,,,NC 54 W,NC 54 W,{5FA4EC97-9BBF-41F2-8F81-E9794969EC4D}
1089,2070.0,ROCKY RIDGE,RD,6300,6410,6409,2182,,Local,,,0.20797,CATES HICKORY HILL LN, ,ABEL HILL RD, ,{9AB280E6-2186-4525-8A99-0DA2ED2622E7}
1090,2070.0,ROCKY RIDGE,RD,6100,6230,6229,2183,,Local,,,0.18862,ARTHUR MINNIS RD, ,CATES HICKORY HILL LN,CATES HICKORY HILL LN,{35327106-6D5D-4DC3-8D79-1EB5303440E5}
1091,491.0,ARTHUR MINNIS,RD,1200,1698,1699,2184,Asphalt,Local,,,0.53948,UNION GROVE CHURCH RD, ,ROCKY RIDGE RD, ,{A61054BA-4BB4-4C16-8F2F-FB44888A8E45}
1092,609.0,DAIRYLAND,RD,2902,3098,3099,2185,,Minor Coll,,,0.23835,ROCKY RIDGE RD, ,MEADOW VIEW RD, ,{70F311A0-8F30-4832-8E92-096D8B80AA78}
1093,609.0,DAIRYLAND,RD,3100,3524,3525,2186,,Minor Coll,,,0.53568,MEADOW VIEW RD, ,GREEN RISE RD, ,{EFA52C1E-6313-4C0F-80A5-B96BFD172007}
1094,609.0,DAIRYLAND,RD,3600,3830,3829,2187,,Minor Coll,,,0.42155,GREEN RISE RD, ,J S LN, ,{98F4370E-5016-4E18-8D70-DE035BEA7336}
1095,609.0,DAIRYLAND,RD,3900,4000,3999,2188,,Minor Coll,,,0.128,S LN, ,FARMINGTON LN,DODSON'S CROSSROADS,{70BD5E52-97A2-412E-9274-E1ED6BECC259}
1096,349.0,CLEARVIEW,DR,7200,7216,7215,2189,Unpaved,Private,No,,0.07845,DAIRYLAND RD,DAIRYLAND RD, , ,{D4684E2F-1B94-42C0-BCBC-05A2E1CFE790}
1097,609.0,DAIRYLAND,RD,4200,4220,4221,2190,,Minor Coll,,,0.03143,CLEARVIEW DR, ,DODSON KNOLL RD, ,{EB30F1A2-25FF-4283-85B6-04E809BFBA02}
1098,609.0,DAIRYLAND,RD,4100,4124,4125,2191,,Minor Coll,,,0.14413,DODSON'S CROSSROADS,DODSON'S CROSSROADS,CLEARVIEW DR, ,{7EEB1489-CBAC-463F-AA16-96D41BB2CEBF}
1099,609.0,DAIRYLAND,RD,4300,4420,4419,2192,,Minor Coll,,,0.26382,ROY RD, ,RAMBLEWOOD DR, ,{08CB97C4-097B-4F03-A68F-48E0483DAB37}
1100,609.0,DAIRYLAND,RD,4700,4838,4839,2193,,Minor Coll,,,0.18778,RAMBLEWOOD DR, ,BRENT HILL RD, ,{92FD14A2-842B-4F81-A6CE-4A4E2FC2BDC4}
1101,609.0,DAIRYLAND,RD,4900,5624,5625,2194,,Minor Coll,,,0.91094,BRENT HILL RD, ,ORANGE GROVE RD,ORANGE GROVE RD,{F65E349E-7EB8-4B44-9837-C0993A48CAD3}
1102,491.0,ARTHUR MINNIS,RD,1700,1814,1813,2195,Asphalt,Local,,,0.18973,ROCKY RIDGE RD, ,TUSCANY DR, ,{E35D4576-8FAE-4BD7-B8DE-FACB77BCC234}
1103,491.0,ARTHUR MINNIS,RD,1942,2998,2999,2196,Asphalt,Local,,,1.14861,TUSCANY DR, ,DODSON'S CROSSROADS,DODSON'S CROSSROADS,{4A1638F3-754D-449B-BC22-8B31A9D56474}
1104,491.0,ARTHUR MINNIS,RD,3000,3508,3509,2197,Asphalt,Local,,,0.64659,DODSON'S CROSSROADS, ,TERRAPIN LN, ,{1105EC98-FFAE-4326-AFD7-ED9133EAFF88}
1105,491.0,ARTHUR MINNIS,RD,3600,3898,3899,2198,Asphalt,Local,,,0.41821,TERRAPIN LN, ,ORANGE GROVE RD, ,{F13518AE-3944-404F-8178-4DE52C98E78E}
1106,491.0,ARTHUR MINNIS,RD,3900,4098,4099,2199,Asphalt,Local,No,,0.20911,LINROSE LN, ,ORANGE GROVE RD,ORANGE GROVE RD,{75EB873B-A040-4797-8974-E618A3313049}
1107,105.0,BRADSHAW QUARRY,RD,5100,5286,5287,2201,Asphalt,Local,No,,0.19095,BUCKHORN RD,BUCKHORN RD,WILLOW ROCK RD, ,{32FA4007-031A-4538-A1A6-0DFC44C21178}
1108,105.0,BRADSHAW QUARRY,RD,5288,5300,5299,2202,Asphalt,Local,No,,0.04088,WILLOW ROCK RD, ,SYKES DR, ,{04CE967C-5C8C-499F-A6FD-771D2F9B2B67}
1109,105.0,BRADSHAW QUARRY,RD,5302,5702,5703,2203,Asphalt,Local,No,,0.48892,SYKES DR, ,MORNING GLORY LN, ,{E7FF4294-659C-4A19-B917-3B03AAB0AD87}
1110,105.0,BRADSHAW QUARRY,RD,5704,5898,5899,2204,Asphalt,Local,No,,0.25328,MORNING GLORY LN, ,YELLOW RAKE RD, ,{0CB25781-12BE-49DC-850C-06F5210B6D3A}
1111,105.0,BRADSHAW QUARRY,RD,6000,6020,6019,2205,Asphalt,Local,No,,0.10582,WILDFLOWER LN, ,HYLEN TRL, ,{B542EF7E-E024-4082-9E24-FA8F9DCD3D91}
1112,105.0,BRADSHAW QUARRY,RD,6100,6110,6109,2206,Asphalt,Local,No,,0.05712,HYLEN TRL, ,VERNON RD, ,{ADAAEF29-A7D1-4856-ABE2-3751FFD95081}
1113,105.0,BRADSHAW QUARRY,RD,6112,6398,6399,2207,Asphalt,Local,No,,0.3988,VERNON RD, ,THUNDER MOUNTAIN, ,{7A62B8C0-2164-4561-B9F0-F07AEA6633CA}
1114,1164.0,NC 54, ,2906,3030,3029,2208,Asphalt,Minor Art,No,,0.20314,LETTA DR, ,LESLIE DR, ,{35348F6D-6FA6-49CE-BD5F-BEB533505D49}
1115,1164.0,NC 54, ,3100,3110,3111,2209,Asphalt,Minor Art,No,,0.07268,LESLIE DR, ,OAK HOLLOW RD, ,{D844E69B-B2DD-4718-A7F4-31F71539023E}
1116,1164.0,NC 54, ,3200,3306,3307,2210,Asphalt,Minor Art,No,,0.20889,OAK HOLLOW RD, ,VERNON DR, ,{0882B4E1-331B-45FF-BE08-994531204567}
1117,1164.0,NC 54, ,3308,3326,3325,2211,Asphalt,Minor Art,No,,0.07947,VERNON DR, ,WHITE CROSS RD, ,{05728F41-44D3-47E7-8FDE-84C00521725C}
1118,1164.0,NC 54, ,4302,4498,4499,2212,Asphalt,Minor Art,No,,0.29539,ORANGE GROVE RD, ,LABRADOR LN, ,{665921D7-D738-4495-8C15-5CC1B946BE6C}
1119,1164.0,NC 54, ,4500,4802,4801,2213,Asphalt,Minor Art,No,,0.29861,LABRADOR LN, ,CINDER FOX TRL, ,{86F5C74F-FEB5-4FF9-9233-C181BBCE9A2E}
1120,1164.0,NC 54, ,4900,5218,5217,2214,Asphalt,Minor Art,No,,0.40021,MORROW MILL RD, ,CRAWFORD MHP RD, ,{65AA0D9E-8BB7-4BD1-8DFB-7AC5D4E9CFF8}
1121,1164.0,NC 54, ,5300,5698,5699,2215,Asphalt,Minor Art,No,,0.75217,CRAWFORD MHP RD, ,GOLD MINE RD, ,{FB0337EE-4B44-479A-A517-019E92175299}
1122,1164.0,NC 54, ,5700,5998,5999,2216,Asphalt,Minor Art,No,,0.2315,GOLD MINE RD, ,STANFORD RD, ,{423F8BC9-4FFC-4A5D-A418-4D63EC6E1C4A}
1123,674.0,DODSONS CROSSROADS, ,5800,5998,5999,2217,Asphalt,Major Coll,No,,0.29083,ARTHUR MINNIS RD, ,CARLISLE RD, ,{8EB4FF76-E3BB-4466-AE09-8F7CAC6EC5E9}
1124,674.0,DODSONS CROSSROADS, ,6000,6320,6319,2218,Asphalt,Major Coll,No,,0.35976,CARLISLE RD, ,FINNABAR RD, ,{A1E466F6-995C-463C-BAB7-B98DAEE49D67}
1125,674.0,DODSONS CROSSROADS, ,6400,6598,6599,2219,Asphalt,Major Coll,No,,0.24243,FINNABAR RD, ,PASTURE RD, ,{F2FD79D3-7DF7-4733-8485-C959056A0023}
1126,674.0,DODSONS CROSSROADS, ,6752,7198,7199,27153,Asphalt,Major Coll,No,,0.43088,CAERAL CREEK RD,,DAIRYLAND RD, ,{6F63B5C4-1A14-4ACD-8E12-578BBE51811D}
1127,1787.0,ORANGE GROVE,RD,6800,6940,6939,2221,Asphalt,Major Coll,No,,0.29988,BUCKHORN RD, ,DAIRYLAND RD, ,{6F9B8C0A-BF31-4754-9C86-12B9CB399444}
1128,1787.0,ORANGE GROVE,RD,7700,7998,7999,2222,Asphalt,Major Coll,No,,0.31012,TEER RD, ,ARRAY DR, ,{D3C849DA-26E7-4626-A28E-1880D4DA1F83}
1129,1787.0,ORANGE GROVE,RD,8152,8298,8299,2223,Asphalt,Major Coll,No,,0.18006,FERN CREEK LN, ,MEADOWCREST DR, ,{F42A3F21-36ED-447A-BACF-D978B607A76C}
1130,1787.0,ORANGE GROVE,RD,8300,8328,8329,2224,Asphalt,Major Coll,No,,0.04428,MEADOWCREST DR, ,FLORA DR, ,{2B6D745A-2C0E-4C1D-B0A9-A4CEBB8C126C}
1131,1787.0,ORANGE GROVE,RD,8700,8716,8715,2226,Asphalt,Major Coll,No,,0.03897,RUBIN CONNIE DR, ,BERRY ANDREWS RD, ,{6529509E-6950-4A9B-9CD0-1DC601A1AB60}
1132,1787.0,ORANGE GROVE,RD,8718,9240,9239,2227,Asphalt,Major Coll,No,,0.62134,BERRY ANDREWS RD, ,COLLINS CREEK DR, ,{AA13D3AE-01A4-458A-ADE9-A5DE989D8B98}
1133,1787.0,ORANGE GROVE,RD,9300,9324,9325,2228,Asphalt,Major Coll,No,,0.14183,COLLINS CREEK DR, ,RILEY'S TRAILER PARK, ,{AC92503A-9901-45CD-8C33-2477945B70BC}
1134,1787.0,ORANGE GROVE,RD,9400,9424,9425,2229,Asphalt,Major Coll,No,,0.10038,RILEY'S TRAILER PARK, ,RILEY'S TRAILER PARK, ,{6DE0B609-2ED0-4E20-9539-3F84531BB778}
1135,1787.0,ORANGE GROVE,RD,9500,9598,9599,2230,Asphalt,Major Coll,No,,0.36221,RILEY'S TRAILER PARK, ,HWY 54,HWY 54,{42C4C3B8-66FE-46F8-AC2C-E90FB58254CE}
1136,2380.0,TEER,RD,4004,4598,4599,2231,Asphalt,Local,No,,0.64748,SCENIC TRL,,,MEADOWCREST DR,{065CAF68-E57F-456C-86E7-D309D96BFC45}
1137,2380.0,TEER,RD,4600,5340,5341,2232,Asphalt,Local,No,,1.17779,,MEADOWCREST DR,,STANFORD RD,{FAA65018-3528-49A8-B913-2E12B4659709}
1138,2296.0,STANFORD,RD,8100,9198,9199,2233,,Local,,,1.33943,TEER RD, ,HWY 54,HWY 54,{ABB84D43-C8DB-49FD-BDD0-26773B3D7C97}
1139,3363.0,JAMES MINNIS,LN,2,2,1,2234,Unpaved,Private,No,,0.12061, , ,ARTHUR MINNIS RD,ARTHUR MINNIS RD,{5F2B5890-6F7D-4933-8ACB-6BC98D385514}
1140,2841.0,ABEL HILL,RD,5001,5041,5042,2235,BST,Private,No,,0.15999,ROCKY RIDGE RD,ROCKY RIDGE RD, , ,{B9F06C57-3A90-4FD4-81CC-8148CA672D69}
1141,3662.0,PURPLE,DR,1700,1824,1825,2236,Unpaved,Private,No,,0.4115,UNION GROVE CHURCH RD,UNION GROVE CHURCH RD, , ,{3D67EDF3-00BB-4291-B385-ACC1ED6240DF}
1142,127.0,BRICK,LN,1200,1220,1221,2237,Unpaved,Private,No,,0.1694,UNION GROVE CHURCH RD, , , ,{84351B00-F405-456B-ADA1-C1E9DE69A06C}
1143,4245.0,PICKARD MILL,LN,2701,2755,2754,27101,Unpaved,Private,No,,0.18518,DAIRYLAND RD,DAIRYLAND RD, , ,{A67B6EE1-0AC3-48B8-BE66-47B8B673D5F4}
1144,1524.0,MEADOW VIEW,RD,6600,6798,6799,2239,Unpaved,Private,No,,0.31485,WOOD DUCK LN, ,DAIRYLAND RD,DAIRYLAND RD,{2DDFCAC6-2939-47A8-B426-13094AFD3BF2}
1145,1524.0,MEADOW VIEW,RD,6500,6530,6529,2240,Unpaved,Private,No,,0.25885, , ,WOOD DUCK LN, ,{36D34BDF-66C1-4A1B-9C58-629EDB8912A6}
